Date,Title,Lehrstuhl,Description,Link
2023/02/06,Bachelorarbeiten und Projektarbeiten im Sommersemester 2023,Juniorprofessur Energiemärkte und Energiesystemanalyse,"Die Bewerbungsphase für Energiemarktthemen zur Bachelorarbeit sowie zur Projektarbeit im Sommersemester 2023 an der Professur für Volkswirtschaftslehre, Industrieökonomik und Energiemärkte (Prof. Zöttl), am Lehrstuhl für Volkswirtschaftslehre, insb. Wirtschaftstheorie (Prof. Grimm) sowie an der Juniorprofessur für Energiemärkte und Energiesystemanalyse (Prof. Liebensteiner) läuft ab sofort. Die Themenliste finden Sie hier. Bitte schicken Sie...",https://www.energymarkets.wiso.rw.fau.de/2023/02/06/bachelorarbeiten-und-projektarbeiten-im-sommersemester-2023/
2023/01/27,Vortrag zur aktuellen Energie- & Klimapolitik: #NUElecture mit Prof. Dr. Mario Liebensteiner,Juniorprofessur Energiemärkte und Energiesystemanalyse,"In der ersten #NUElecture des Jahres 2023 diskutierte Prof. Dr. Mario Liebensteiner, Juniorprofessor für Energiemärkte und Energiesystemanalyse, warum wir in Deutschland und Europa eine Energiekrise erleben, weshalb trotz eines hohen Anteils an erneuerbaren Energien ein hoher Gaspreis den Strompreis treibt, welche Maßnahmen jetzt sinnvoll wären, um die Krise abzumildern und...",https://www.energymarkets.wiso.rw.fau.de/2023/01/27/vortrag-zur-aktuellen-energie-klimapolitik-nuelecture-mit-prof-dr-mario-liebensteiner/
2022/10/09,"Master’s course „Empirical Environmental Economics“, winter term 2022/23",Juniorprofessur Energiemärkte und Energiesystemanalyse,"The Master&#8217;s course &#8222;Empirical Environmental Economics&#8220; will be held by Prof. Dr. Mario Liebensteiner. This course provides an introduction to focal issues of environmental economics with a particular focus on empirical investigations. Key issues will be carbon emissions from the energy and transportation sectors, carbon pricing, integration and subsidization of...",https://www.energymarkets.wiso.rw.fau.de/2022/10/09/masters-course-empirical-environmental-economics-winter-term-2022-23/
2022/03/28,Bachelorkurs „Klima- & Ressourcenökonomik“ SS 2022,Juniorprofessur Energiemärkte und Energiesystemanalyse,"Im Sommersemester wird der Grundlagenkurs im Bachelorstudium zum Thema „Klima- und Ressourcenökonomik„ von Prof. Dr. Mario Liebensteiner angeboten. Der Kurs wird sich mit den wichtigsten Aspekten der Klima- und Ressourcenökonomik beschäftigen, oft auch mit einem starken Bezug zu Energiemärkten. Der Kurs setzt auf mikroökonomische Grundlagen, um zentrale Themen rund um Klimapolitik,...",https://www.energymarkets.wiso.rw.fau.de/2022/03/28/bachelorkurs-klima-ressourcenoekonomik-ss-2022/
2021/02/09,CO2-Bepreisung verdrängt Emissionen effektiv,Juniorprofessur Energiemärkte und Energiesystemanalyse,"Energiemarktforscher der FAU, der Wirtschaftsuniversität Wien (Österreich) und der Fachhochschule Graubünden (Schweiz) haben untersucht, mit welchen Maßnahmen der Ausstoß von Kohlendioxid bei der Stromproduktion am effizientesten gesenkt werden kann. Sie kommen zu dem Schluss, dass eine Verteuerung von CO2-Zertifikaten die Emissionen aktuell wesentlich stärker reduziert als die Förderung regenerativer Energien...",https://www.energymarkets.wiso.rw.fau.de/2021/02/09/co2-bepreisung-verdraengt-emissionen-effektiv/
2020/09/18,Pressemitteilung: Direkte Förderung erneuerbarer Energien gefährdet Energiespeicher und die Erfolgsaussichten der Energiewende,Juniorprofessur Energiemärkte und Energiesystemanalyse,"Wie lässt sich die Energiewende nachhaltig realisieren: erneuerbare Energien finanziell fördern oder Kohlenstoffemissionen bepreisen? Und wie wirkt sich der Zubau von regenerativen Energien auf das Gesamtsystem aus? Prof. Dr. Mario Liebensteiner und Kollegen haben im Rahmen einer Studie insbesondere die Rolle von Pumpspeicherkraftwerken untersucht – der derzeit einzigen Technologie, um...",https://www.energymarkets.wiso.rw.fau.de/2020/09/18/pressemitteilung-direkte-foerderung-erneuerbarer-energien-gefaehrdet-energiespeicher-und-die-erfolgsaussichten-der-energiewende/
2020/07/20,Interview: Prof. Liebensteiner über COVID-19 und CO2-Emissionen,Juniorprofessur Energiemärkte und Energiesystemanalyse,"Trockene Sommer, schmelzende Gletscher. Die Folgen des Klimawandels sind immer mehr zu spüren. Jetzt hat ein Virus geschafft, worum sich seit Jahren bemüht wird: die CO2-Emissionen sind zurückgegangen. Wie dieser Rückgang auch nach der Pandemie aufrechterhalten werden kann, darüber spricht Prof. Dr. Liebensteiner im Interview. &#160;",https://www.energymarkets.wiso.rw.fau.de/2020/07/20/interview-prof-liebensteiner-ueber-covid-19-und-co2-emissionen/
2023-02-05,Unser Besuch bei Celonis 2023,Lehrstuhl für Digital Industrial Service Systems,"Wir haben unsere Master-Studierenden zum diesjährigen ""Process Analytics""-Vortrag von Celonis in München begleitet, um unseren ältesten Software-Branchenpartner wieder besuchen zu können. Für all unsere Teilnehmer gab es einen tiefen Einblick in die Themenfelder des ""Processmining"" sowie des ""Proces...",https://www.is.rw.fau.de/neuigkeiten/2023/02/05/unser-besuch-bei-celonis-2023/
2023-01-02,Veröffentlichung in Business & Information Systems Engineering zum „Enterprise Process Network Monitoring“,Lehrstuhl für Digital Industrial Service Systems,"Unser Artikel ""Predictive End-to-End Enterprise Process Network Monitoring"" wurde zur Veröffentlichung in der Zeitschrift Business & Information Systems Engineering angenommen. In diesem Artikel wird eine Methode zur prädiktiven Überwachung von Unternehmensprozessnetzwerken vorgestellt, die ein ...",https://www.is.rw.fau.de/neuigkeiten/2023/01/02/veroeffentlichung-in-business-information-systems-engineering-zum-enterprise-process-network-monitoring/
2022-10-04,Klausureinsicht für unsere Lehrveranstaltungen im Bachelor (SS 2022),Lehrstuhl für Digital Industrial Service Systems,"Die Klausureinsichten für unsere Lehrveranstaltungen im Bachelor finden gebündelt am 19.10.2022, von 09:00 - 10:00 Uhr im Seminarraum 33.01.002 am Campus ""Auf AEG"" (NICHT: WISO CITY CAMPUS - LANGE GASSE 20!!!) statt. Betroffen sind folgende Klausuren:



Nummer
Modulbezeichnung
Kontakt



...",https://www.is.rw.fau.de/neuigkeiten/2022/10/04/klausureinsicht-fuer-unsere-lehrveranstaltungen-im-bachelor-ss-2022/
2022-10-04,Der Lehrstuhl auf der 20. International Conference on Business Process Management (BPM 2022),Lehrstuhl für Digital Industrial Service Systems,Nach langer Pause war der Lehrstuhl für Digital Industrial Service Systems in diesem Jahr wieder in Präsenz bei der International Conference on Business Process Management (BPM 2022) vertreten. Die Konferenz fand vom 11. bis zum 16. September 2022 in Münster statt und ist eine der wichtigsten Konfer...,https://www.is.rw.fau.de/neuigkeiten/2022/10/04/der-lehrstuhl-auf-der-20-international-conference-on-business-process-management-bpm-2022/
2022-07-28,Sommerfest 2022 des Lehrstuhls für Digital Industrial Service Systems,Lehrstuhl für Digital Industrial Service Systems,"Am 26.07.2022 begab sich der Lehrstuhl (inkl. Friends&Family) auf den Minigolfplatz zum gemeinsamen Einlochen! 🏌🏻‍♂️⛳️ 
Auch wenn nicht jeder Ball ins Ziel fand, so fand jeder anschließend den Weg zum Biergarten 🍺. Cheers!



",https://www.is.rw.fau.de/neuigkeiten/2022/07/28/sommerfest-2022-des-lehrstuhls-fuer-digital-industrial-service-systems/
2022-06-24,Prof. Dr. Jan vom Brocke als Gast beim Schöller Fellow Lunch Talk,Lehrstuhl für Digital Industrial Service Systems,"Diese Woche begrüßte das Institut für Wirtschaftsinformatik den neuen Senior Fellow des Dr. Theo und Friedl Schöller Forschungszentrums Prof. Dr. Jan vom Brocke von der Universität Liechtenstein.

Prof. Dr. Jan vom Brocke ist Hilti Endowed Chair of Business Process Management und Direktor des Inst...",https://www.is.rw.fau.de/neuigkeiten/2022/06/24/prof-dr-jan-vom-brocke-als-gast-beim-schoeller-fellow-lunch-talk/
2022-05-20,Der Lehrstuhl auf dem Software Campus Summit 2022,Lehrstuhl für Digital Industrial Service Systems,"Nach langer Pause fand diese Woche der Software Campus Summit 2022 in Nürnberg auf dem IT Campus der DATEV e. G. statt. Beim Software Campus handelt es sich um ein hochexklusives Entwicklungsprogramm für zukünftige IT-Führungskräfte, welches zum IT-Gipfel 2011 von Partnern aus Industrie und Wissensc...",https://www.is.rw.fau.de/neuigkeiten/2022/05/20/der-lehrstuhl-auf-dem-software-campus-summit-2022/
2022-04-27,"Herzlichen Glückwunsch, Emanuel und Sven, zur erfolgreichen Verteidigung!",Lehrstuhl für Digital Industrial Service Systems,"Wir gratulieren Emanuel Marx und Sven Weinzierl, die gestern ihre Dissertationen an unserem Lehrstuhl erfolgreich verteidigt haben!

Emanuel erforschte in seiner Dissertation das Thema „Industrial Smart Service Systems - Exploring Resource Orchestration in the Context of Service Innovation“, währe...",https://www.is.rw.fau.de/neuigkeiten/2022/04/27/herzlichen-glueckwunsch-emanuel-und-sven-zur-erfolgreichen-verteidigung/
2022-03-09,"Thank you & goodbye, Matthias Stierle!",Lehrstuhl für Digital Industrial Service Systems,"Der 31. Dezember 2021 kennzeichnet nicht nur den letzten Tag des Jahres 2021, sondern auch den letzten Tag unseres geschätzten Kollegen, Matthias Stierle! Matthias war eines der ""Gründungsmitglieder"" unseres Lehrstuhls und hat den Lehrstuhl seit 2017 in Forschung, Lehre und IT-Management unterstützt...",https://www.is.rw.fau.de/neuigkeiten/2022/03/09/thank-you-goodbye-matthias-stierle/
2022-03-09,"Goodbye, Lena Cabrera!",Lehrstuhl für Digital Industrial Service Systems,"Letzte Woche hat unsere Forschungspraktikantin und langjährige studentische Hilfskraft, Lena Cabrera, den Lehrstuhl für Digital Industrial Service Systems verlassen. Im Namen des gesamten Lehrstuhls danken wir ihr für ihre tatkräftige Unterstützung bei unseren Forschungs- und Lehraktivitäten. Wir wü...",https://www.is.rw.fau.de/neuigkeiten/2022/03/09/goodbye-lena-cabrera/
2023-01-11,Gastvortrag: Dr. Johannes Breuer zum Thema „Survey-Linking“,Juniorprofessur für Kommunikationswissenschaft,"Am 25.Januar 2023 wird Dr. Johannes Breuer (GESIS & CAIS) zwischen 09:45 und 11:15 einen virtuellen Gastvortrag mit dem Thema „Verknüpfung von digitalen Spurdaten & Umfragen – Wieso, wie und was ist möglich?“ halten.  ",https://www.kommunikationswissenschaft.rw.fau.de/2023/01/11/gastvortrag-dr-johannes-breuer-zum-thema-survey-linking/
2023-01-09,Vorschau auf die rezfo23: Workshop zu Systematic Reviews und Beiträge zu Digitalem Wohlbefinden,Juniorprofessur für Kommunikationswissenschaft,Vom 19.-21. Januar 2023 ist die Juniorprofessur für Kommunikationswissenschaft auf der Jahrestagung der Fachgruppe Rezeptions- und Wirkungsforschung mit einem ausgerichteten Workshop und vier Beiträgen vertreten.,https://www.kommunikationswissenschaft.rw.fau.de/2023/01/09/vorschau-auf-die-rezfo23/
2022-12-15,Beginn der Bewerbungsphase für Bachelorarbeiten,Juniorprofessur für Kommunikationswissenschaft,Ab sofort können Sie sich bis zum 19.01.2023 (23:59 Uhr) für ein oder zwei Bachelorarbeitsthemen sowohl am Lehrstuhl als auch an der Juniorprofessur für Kommunikationswissenschaft bewerben.,https://www.kommunikationswissenschaft.rw.fau.de/2022/12/15/beginn-der-bewerbungsphase-fuer-bachelorarbeiten/
2022-11-15,Emerging Talents Initiative (ETI) fördert Forschungsvorhaben zur Rolle digitaler Kommunikation für das soziale Wohlbefinden im Homeoffice,Juniorprofessur für Kommunikationswissenschaft,"Wie, wann und für wen beeinflusst digitale Kommunikation das soziale Wohlbefinden bei der Arbeit im Homeoffice? Spätestens seit der Covid-19-Pandemie wissen viele Berufstätige, dass Arbeiten von zu Hause sowohl Vor- als auch Nachteile mit sich bringen kann. Ein zentrales Defizit des Homeoffice liegt...",https://www.kommunikationswissenschaft.rw.fau.de/2022/11/15/emerging-talents-initiative-eti-foerdert-forschungsvorhaben-zur-rolle-digitaler-kommunikation-fuer-das-soziale-wohlbefinden-im-homeoffice/
2022-11-15,Prof. Adrian Meier als neuer Secretary der ICA CAT Divison gewählt,Juniorprofessur für Kommunikationswissenschaft,Die Juniorprofessur freut sich über die Wahl von Prof. Dr. Adrian Meier zum neuen Secretary der Communication & Technology (CAT) Division der International Communication Association (ICA)!,https://www.kommunikationswissenschaft.rw.fau.de/2022/11/15/prof-adrian-meier-als-neuer-secretary-der-ica-cat-divison-gewaehlt/
2023-02-22,New lecture on Digital Transformation in the Energy and Mobility Sector a huge success!,Digital Transformation: Bits to Energy Lab Nuremberg,"We're very happy that our new lecture, Digital Transformation in the Energy and Mobility Sector (DITEM), in collaboration with the Chair of Electrical Smart City Systems at TechFak (Professor Norman Franchi), received high participation by bachlor and master students from WiSo and TechFak in the fir...",https://www.digitaltransformation.rw.fau.eu/2023/02/22/new-lecture-on-digital-transformation-in-the-energy-and-mobility-sector-a-huge-success/
2023-02-22,Article on impact of policy design on solar PV adoption published in Energy Policy,Digital Transformation: Bits to Energy Lab Nuremberg,"We congratulate Prakhar Mehta, PhD candidate at the group, and his co-authors Dr. Alejandro Nuñez-Jimenez and Dr. Danielle Griego at ETH Zurich for their publication in the highly reputed journal of Energy Policy.",https://www.digitaltransformation.rw.fau.eu/2023/02/22/article-on-impact-of-policy-design-on-solar-pv-adoption-published-in-energy-policy/
2023-02-20,"Welcome back from your research exchange at UCSD, Leo!",Digital Transformation: Bits to Energy Lab Nuremberg,"Leonard Michels has returned from his research exchange at the  Rady School of Management at the University of California, San Diego. Under the guidance of professors Ayelet and Uri Gneezy, he explored the fields of behavioral economics and behavioral marketing. Specifically, Leo worked on a project...",https://www.digitaltransformation.rw.fau.eu/2023/02/20/welcome-back-from-your-research-exchange-at-ucsd-leo/
2023-02-16,Research project led by Prof. Tiefenbeck receives funding of one million euros,Digital Transformation: Bits to Energy Lab Nuremberg,How can data donations be encouraged using digital nudges?,https://www.digitaltransformation.rw.fau.eu/2023/02/16/research-project-led-by-prof-tiefenbeck-receives-funding-of-one-million-euros/
2023-01-19,We are hiring!,Digital Transformation: Bits to Energy Lab Nuremberg,We are looking for new team members to help us research innovative topics at the intersection of information systems and behavioural economics.,https://www.digitaltransformation.rw.fau.eu/2023/01/19/we-are-hiring/
NA,Start der Bewerbungsphase für die Bachelorarbeit (12 ECTS) mit dem zugehörigen Bachelorseminar (3 ECTS),Lehrstuhl für Rechnungswesen und Prüfungswesen,"Im Sommersemester 2023 werden wieder Bachelorarbeiten vergeben. Anmeldungszeitraum hierfür ist vom 03.02.2023 bis zum einschließlich 10.02.2023 (Bewerbungsschluss: 23:59 Uhr). Die Bewerbung erfolgt in zwei Schritten. In Schritt 1 bearbeiten Sie bitte die Datenabfrage unter „Bewerbung: Schritt 1“. Hier erfolgt insbesondere eine Abfrage zum Vorliegen der Voraussetzungen und Ihrer Prioritäten hinsichtlich der Themenbearbeitung, nach der wir die Themenvergabe vornehmen. Anschließend stellen Sie uns bitte noch einen aktuellen Notenspiegel unter „Bewerbung: Schritt 2“ zur Verfügung.",NA
NA,"Intensivprogramm „STAMP-Online“ – Vorankündigung für 2023
",Lehrstuhl für Rechnungswesen und Prüfungswesen,Die Themen und Teilnahmevoraussetzungen sowie alle weiteren Informationen können Sie dem StudOn-Kurs entnehmen. Diesen können Sie entweder über StudOn besuchen oder direkt unter dem folgenden Link mit ihren Anmeldedaten aufrufen.,NA
NA,BDO-Preis für die 3 besten Klausuren in Konzernrechnungslegung 2022/23,Lehrstuhl für Rechnungswesen und Prüfungswesen,Für weitere Fragen zum Thema Bachelorarbeit und -seminar können Sie sich an Herrn Simon Hirsch wenden.,NA
NA,Klausuren zu „Konzernrechnungslegung“ und „Sonderbilanzen und Sonderprüfungen“ – leider am gleichen Tag,Lehrstuhl für Rechnungswesen und Prüfungswesen,"Die AFECA – Association des Formations Européennes à la Comptabilité et à l’Audit – ist ein Netzwerk europäischer Universitäten zur gemeinsamen internationalen Ausbildung von Studenten und auch darüber hinaus zur Zusammenarbeit im Bereich der Rechnungslegung. Der jährliche Höhepunkt der gemeinsamen Aktivitäten ist derzeit das Intensiv-Seminar „STAMP-Online“, welches als Blockveranstaltung im Wechsel bei jeweils einer der teilnehmenden Universitäten ausgerichtet wird.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Das letzte Seminar fand 2022 in Vilnius, Litauen statt. Im SS 2023 wird das Intensivprogramm in Innsbruck stattfinden.",NA
